Age Ma	d18O adj	d18O 5pt	tempC	tempC_5pt
0.531	3.92	4.14	1.795296	1.097544
0.532	4.2	3.988	0.909600000000002	1.57818016
0.535	4.19	4.07	0.940854000000001	1.318086
0.536	3.77	4.176	2.278806	0.984656639999999
0.536	4.27	4.192	0.691606000000003	0.93460096
0.54	4.45	4.22	0.137349999999999	0.847176000000003
0.54	4.28	4.322	0.660576	0.530555760000002
0.541	4.33	4.348	0.505846	0.450314560000003
0.5422	4.28	4.398	0.660576	0.296536560000003
0.544	4.4	4.378	0.290399999999999	0.357963760000002
0.545	4.7	4.39	-0.6174	0.321094000000001
0.545	4.18	4.47	0.972136000000003	0.0763260000000034
0.548	4.39	4.448	0.321094000000001	0.14345856
0.549	4.68	4.364	-0.557663999999999	0.40102944
0.55	4.29	4.492	0.629574000000001	0.00932896000000039
0.552	4.28	4.426	0.660576	0.21072664
0.554	4.82	4.34	-0.973463999999999	0.474984000000001
0.554	4.06	4.334	1.349704	0.493497840000001
0.5549	4.25	4.372	0.753750000000001	0.376413760000002
0.556	4.26	4.206	0.722664000000002	0.890861039999998
0.558	4.47	4.224	0.0763260000000034	0.834704640000001
0.558	3.99	4.14	1.571814	1.097544
0.56	4.15	4.1	1.06615	1.2234
0.562	3.83	4.068	2.084646	1.32440736
0.564	4.06	3.99	1.349704	1.571814
0.565	4.31	3.902	0.567654000000002	1.85298456
0.567	3.6	3.92	2.8344	1.795296
0.5676	3.71	3.854	2.473974	2.00726424
0.568	3.92	3.776	1.795296	2.25934464
0.5707	3.73	3.772	2.408806	2.27231776
0.571	3.92	3.78	1.795296	2.246376
0.571	3.58	3.764	2.900296	2.29827744
0.572	3.75	3.756	2.34375	2.32425504
0.5735	3.84	3.69	2.052384	2.539254
0.574	3.69	3.674	2.539254	2.59155864
0.575	3.59	3.546	2.867334	3.01257624
0.576	3.5	3.442	3.165	3.35803096
0.577	3.11	3.516	4.481094	3.11191584
0.578	3.32	3.558	3.767136	2.97291096
0.579	4.06	3.574	1.349704	2.92008664
0.58	3.8	3.698	2.1816	2.51312856
0.58	3.58	3.766	2.900296	2.29178584
0.5805	3.73	3.78	2.408806	2.246376
0.5821	3.66	3.792	2.637384	2.20749696
0.583	4.13	3.814	1.128966	2.13632344
0.584	3.86	3.968	1.987944	1.64190336
0.5846	3.69	4.032	2.539254	1.43838336
0.585	4.5	4.018	-0.0149999999999975	1.48280536
0.587	3.98	3.966	1.603656	1.64828184
0.588	4.06	4	1.349704	1.54
0.5883	3.6	3.836	2.8344	2.06528544
0.5898	3.86	3.774	1.987944	2.26583064
0.5915	3.68	3.77	2.571936	2.278806
0.592	3.67	3.768	2.604646	2.28529536
0.592	4.04	3.692	1.413024	2.53272096
0.593	3.59	3.694	2.867334	2.52618904
0.5954	3.48	3.72	3.231456	2.441376
0.596	3.69	3.672	2.539254	2.59810176
0.596	3.8	3.734	2.1816	2.39578584
0.596	3.8	3.758	2.1816	2.31775896
0.596	3.9	3.8	1.8594	2.1816
0.596	3.6	3.744	2.8344	2.36325504
0.596	3.9	3.75	1.8594	2.34375
0.5967	3.52	3.616	3.098656	2.78176384
0.6	3.83	3.786	2.084646	2.22693144
0.6009	3.23	3.776	4.071606	2.25934464
0.601	4.45	3.868	0.137349999999999	1.96219936
0.601	3.85	3.8	2.02015	2.1816
0.604	3.98	4	1.603656	1.54
0.605	3.49	3.904	3.198214	1.84657024
0.606	4.23	3.866	0.816006000000001	1.96863384
0.608	3.97	3.816	1.635526	2.12985984
0.6092	3.66	3.78	2.637384	2.246376
0.61	3.73	3.804	2.408806	2.16865824
0.612	3.31	3.748	3.800854	2.35025056
0.612	4.35	3.74	0.444150000000001	2.376264
0.612	3.69	3.684	2.539254	2.55885984
0.614	3.62	3.7	2.768616	2.5066
0.6153	3.45	3.556	3.33135	2.97951904
0.616	3.39	3.388	3.531894	3.53859616
0.6166	3.63	3.314	2.735766	3.78736344
0.617	2.85	3.422	5.38215	3.42481176
0.619	3.25	3.484	4.00375	3.21815584
0.6192	3.99	3.504	1.571814	3.15172224
0.62	3.7	3.75	2.5066	2.34375
0.62	3.73	3.89	2.408806	1.891494
0.6211	4.08	3.976	1.286496	1.61640064
0.623	3.95	4.118	1.69935	1.16670936
0.623	4.42	4.18	0.229096	0.972136000000003
0.624	4.41	4.33	0.259733999999999	0.505846
0.625	4.04	4.542	1.413024	-0.14243304
0.627	4.83	4.53	-1.002954	-0.106073999999999
0.628	5.01	4.606	-1.528986	-0.335666959999998
0.628	4.36	4.754	0.413343999999999	-0.778127759999996
0.628	4.79	4.644	-0.884825999999998	-0.44985696
0.63	4.78	4.654	-0.855223999999998	-0.47983976
0.631	4.28	4.798	0.660576	-0.908487439999999
0.632	5.06	4.796	-1.673496	-0.902573760000001
0.632	5.08	4.836	-1.731104	-1.02063456
0.635	4.78	4.978	-0.855223999999998	-1.43613224
0.636	4.98	4.878	-1.441944	-1.14411624
0.636	4.99	4.796	-1.470986	-0.902573760000001
0.638	4.56	4.806	-0.196895999999997	-0.93213096
0.6399	4.67	4.762	-0.527753999999999	-0.801869839999998
0.64	4.83	4.636	-1.002954	-0.425850559999998
0.6413	4.76	4.68	-0.795936	-0.557663999999999
0.642	4.36	4.676	0.413343999999999	-0.545703359999999
0.644	4.78	4.542	-0.855223999999998	-0.14243304
0.6443	4.65	4.494	-0.46785	0.00324504000000259
0.646	4.16	4.58	1.034784	-0.257303999999999
0.648	4.52	4.476	-0.0757439999999967	0.0580406400000002
0.648	4.79	4.49	-0.884825999999998	0.015414000000002
0.649	4.26	4.516	0.722664000000002	-0.063604160000001
0.652	4.72	4.53	-0.677023999999999	-0.106073999999999
0.653	4.29	4.422	0.629574000000001	0.222971760000002
0.656	4.59	4.49	-0.287465999999998	0.015414000000002
0.657	4.25	4.456	0.753750000000001	0.119031039999999
0.6572	4.6	4.448	-0.317599999999998	0.14345856
0.6598	4.55	4.434	-0.166649999999998	0.186249840000002
0.66	4.25	4.502	0.753750000000001	-0.0210794399999994
0.66	4.52	4.406	-0.0757439999999967	0.271997040000002
0.6625	4.59	4.4	-0.287465999999998	0.290399999999999
0.664	4.12	4.452	1.160416	0.131242560000001
0.664	4.52	4.436	-0.0757439999999967	0.180133440000001
0.6664	4.51	4.324	-0.045385999999997	0.524376640000001
0.6678	4.44	4.39	0.167903999999998	0.321094000000001
0.668	4.03	4.336	1.444726	0.48732544
0.668	4.45	4.218	0.137349999999999	0.853413360000001
0.6708	4.25	4.202	0.753750000000001	0.903352560000001
0.671	3.92	4.182	1.795296	0.965877359999999
0.672	4.36	4.274	0.413343999999999	0.679190640000001
0.6731	3.93	4.238	1.763286	0.791090159999999
0.674	4.91	4.222	-1.237866	0.840939759999999
0.675	4.07	4.206	1.318086	0.890861039999998
0.6757	3.84	4.35	2.052384	0.444150000000001
0.676	4.28	4.124	0.660576	1.14783264
0.677	4.65	4.206	-0.46785	0.890861039999998
0.6784	3.78	4.274	2.246376	0.679190640000001
0.68	4.48	4.162	0.0458560000000015	1.02851416
0.68	4.18	4.084	0.972136000000003	1.27386784
0.681	3.72	4.04	2.441376	1.413024
0.683	4.26	3.94	0.722664000000002	1.731304
0.6837	3.56	3.776	2.966304	2.25934464
0.684	3.98	3.858	1.603656	1.99438296
0.685	3.36	3.7	3.632544	2.5066
0.686	4.13	3.742	1.128966	2.36975896
0.6863	3.47	3.63	3.264726	2.735766
0.688	3.77	3.654	2.278806	2.65704024
0.689	3.42	3.552	3.431496	2.99273856
0.69	3.48	3.594	3.231456	2.85415704
0.692	3.62	3.526	2.768616	3.07877464
0.692	3.68	3.514	2.571936	3.11854744
0.694	3.43	3.518	3.398086	3.10528536
0.694	3.36	3.544	3.632544	3.01919104
0.696	3.5	3.526	3.165	3.07877464
0.696	3.75	3.626	2.34375	2.74890264
0.6978	3.59	3.682	2.867334	2.56539736
0.7	3.93	3.68	1.763286	2.571936
0.701	3.64	3.7	2.702944	2.5066
0.701	3.49	3.818	3.198214	2.12339736
0.704	3.85	3.742	2.02015	2.36975896
0.704	4.18	3.8	0.972136000000003	2.1816
0.705	3.55	3.962	2.99935	1.66104216
0.7078	3.93	4.06	1.763286	1.349704
0.708	4.3	4.1	0.598600000000002	1.2234
0.712	4.34	4.228	0.474984000000001	0.822237760000001
0.713	4.38	4.41	0.351816000000001	0.259733999999999
0.713	4.19	4.322	0.940854000000001	0.530555760000002
0.715	4.84	4.324	-1.032416	0.524376640000001
0.715	3.86	4.354	1.987944	0.43182424
0.716	4.35	4.43	0.444150000000001	0.198486
0.7165	4.53	4.336	-0.106073999999999	0.48732544
0.72	4.57	4.43	-0.227113999999999	0.198486
0.72	4.37	4.448	0.382566	0.14345856
0.723	4.33	4.402	0.505846	0.284264560000001
0.7235	4.44	4.254	0.167903999999998	0.741312240000002
0.724	4.3	4.264	0.598600000000002	0.71023744
0.725	3.83	4.238	2.084646	0.791090159999999
0.7269	4.42	4.14	0.229096	1.097544
0.728	4.2	4.09	0.909600000000002	1.254934
0.73	3.95	4.168	1.69935	1.00971136
0.7304	4.05	4.04	1.38135	1.413024
0.732	4.22	3.998	0.847176000000003	1.54636056
0.7339	3.78	3.988	2.246376	1.57818016
0.734	3.99	4.024	1.571814	1.46376064
0.736	3.9	3.984	1.8594	1.59091584
0.736	4.23	4.068	0.816006000000001	1.32440736
0.739	4.02	4.076	1.476456	1.29912864
0.74	4.2	4.146	0.909600000000002	1.07870424
0.7409	4.03	4.13	1.444726	1.128966
0.743	4.25	4.144	0.753750000000001	1.08498304
0.744	4.15	4.16	1.06615	1.034784
0.7448	4.09	4.236	1.254934	0.797317440000003
0.745	4.28	4.212	0.660576	0.872132160000001
0.7478	4.41	4.292	0.259733999999999	0.623376960000003
0.748	4.13	4.312	1.128966	0.561468160000001
0.7513	4.55	4.362	-0.166649999999998	0.407186160000002
0.752	4.19	4.412	0.940854000000001	0.253604160000002
0.7548	4.53	4.462	-0.106073999999999	0.100722160000001
0.755	4.66	4.408	-0.497816	0.265864960000001
0.755	4.38	4.43	0.351816000000001	0.198486
0.756	4.28	4.474	0.660576	0.0641346400000011
0.757	4.3	4.438	0.598600000000002	0.174018160000002
0.758	4.75	4.456	-0.76625	0.119031039999999
0.7583	4.48	4.456	0.0458560000000015	0.119031039999999
0.76	4.47	4.382	0.0763260000000034	0.345669360000003
0.76	4.28	4.306	0.660576	0.580029040000002
0.761	3.93	4.208	1.763286	0.88461696
0.7618	4.37	4.148	0.382566	1.07242656
0.763	3.99	4.156	1.571814	1.04732704
0.764	4.17	4.192	1.003446	0.93460096
0.7652	4.32	4.158	0.536736	1.04105496
0.766	4.11	4.184	1.191894	0.959619840000001
0.7671	4.2	4.16	0.909600000000002	1.034784
0.768	4.12	4.124	1.160416	1.14783264
0.768	4.05	4.078	1.38135	1.29281176
0.769	4.14	4.03	1.097544	1.444726
0.772	3.88	4.01	1.923616	1.508214
0.7741	3.96	3.942	1.667424	1.72491096
0.775	4.02	3.83	1.476456	2.084646
0.776	3.71	3.796	2.473974	2.19454624
0.7778	3.58	3.722	2.900296	2.43485976
0.78	3.71	3.572	2.473974	2.92668576
0.78	3.59	3.55	2.867334	2.99935
0.784	3.27	3.584	3.936006	2.88710784
0.784	3.6	3.698	2.8344	2.51312856
0.7847	3.75	3.808	2.34375	2.15572096
0.788	4.28	3.918	0.660576	1.80170136
0.788	4.14	3.984	1.097544	1.59091584
0.788	3.82	4.178	2.116936	0.978395760000001
0.79	3.93	4.154	1.763286	1.05360024
0.791	4.72	4.258	-0.677023999999999	0.72887896
0.792	4.16	4.382	1.034784	0.345669360000003
0.793	4.66	4.478	-0.497816	0.0519477600000018
0.796	4.44	4.428	0.167903999999998	0.204605760000002
0.796	4.41	4.46	0.259733999999999	0.106824
0.7966	4.47	4.432	0.0763260000000034	0.19236736
0.7977	4.32	4.404	0.536736	0.278130240000003
0.7994	4.52	4.4	-0.0757439999999967	0.290399999999999
0.8	4.3	4.338	0.598600000000002	0.481154159999999
0.8	4.39	4.336	0.321094000000001	0.48732544
0.8035	4.16	4.27	1.034784	0.691606000000003
0.804	4.31	4.298	0.567654000000002	0.604792559999999
0.805	4.19	4.32	0.940854000000001	0.536736
0.806	4.44	4.322	0.167903999999998	0.530555760000002
0.807	4.5	4.208	-0.0149999999999975	0.88461696
0.808	4.17	4.104	1.003446	1.21079424
0.8082	3.74	3.982	2.376264	1.59728536
0.811	3.67	3.898	2.604646	1.86581656
0.812	3.83	3.864	2.084646	1.97506944
0.812	4.08	3.93	1.286496	1.763286
0.816	4	3.944	1.54	1.71851904
0.816	4.07	3.988	1.318086	1.57818016
0.8182	3.74	3.888	2.376264	1.89791616
0.82	4.05	3.872	1.38135	1.94933376
0.822	3.58	3.838	2.900296	2.05883416
0.824	3.92	3.852	1.795296	2.01370656
0.824	3.9	3.812	1.8594	2.14278816
0.8253	3.81	3.92	2.149254	1.795296
0.828	3.85	3.892	2.02015	1.88507296
0.832	4.12	3.878	1.160416	1.93004376
0.832	3.78	3.878	2.246376	1.93004376
0.8347	3.83	3.864	2.084646	1.97506944
0.836	3.81	3.774	2.149254	2.26583064
0.836	3.78	3.764	2.246376	2.29827744
0.84	3.67	3.71	2.604646	2.473974
0.84	3.73	3.598	2.408806	2.84098456
0.843	3.56	3.568	2.966304	2.93988736
0.843	3.25	3.542	4.00375	3.02580696
0.844	3.63	3.514	2.735766	3.11854744
0.8478	3.54	3.576	3.032424	2.91348864
0.848	3.59	3.648	2.867334	2.67670656
0.851	3.87	3.588	1.955766	2.87392416
0.852	3.61	3.624	2.801494	2.75547264
0.8527	3.33	3.64	3.733446	2.702944
0.856	3.72	3.438	2.441376	3.37137816
0.8598	3.67	3.46	2.604646	3.298024
0.86	2.86	3.628	5.347144	2.74233376
0.86	3.72	3.626	2.441376	2.74890264
0.8623	4.17	3.762	1.003446	2.30477016
0.864	3.71	3.96	2.473974	1.667424
0.865	4.35	4.056	0.444150000000001	1.36235904
0.8678	3.85	4.15	2.02015	1.06615
0.868	4.2	4.32	0.909600000000002	0.536736
0.872	4.64	4.37	-0.437855999999998	0.382566
0.872	4.56	4.518	-0.196895999999997	-0.0696746399999988
0.873	4.6	4.558	-0.317599999999998	-0.190849039999999
0.876	4.59	4.536	-0.287465999999998	-0.124258559999996
0.8781	4.4	4.386	0.290399999999999	0.333379440000001
0.88	4.53	4.414	-0.106073999999999	0.247475440000004
0.8812	3.81	4.38	2.149254	0.351816000000001
0.884	4.74	4.368	-0.736536000000001	0.388719360000001
0.884	4.42	4.318	0.229096	0.542917360000001
0.8843	4.34	4.432	0.474984000000001	0.19236736
0.887	4.28	4.346	0.660576	0.456480240000001
0.888	4.38	4.366	0.351816000000001	0.394873840000002
0.89	4.31	4.284	0.567654000000002	0.648171840000001
0.89	4.52	4.308	-0.0757439999999967	0.57384096
0.8904	3.93	4.288	1.763286	0.635772159999999
0.892	4.4	4.252	0.290399999999999	0.74753056
0.893	4.28	4.208	0.660576	0.88461696
0.896	4.13	4.242	1.128966	0.77863896
0.896	4.3	4.126	0.598600000000002	1.14154264
0.8966	4.1	4.112	1.2234	1.18559616
0.897	3.82	4.124	2.116936	1.14783264
0.9	4.21	4.072	0.878374000000002	1.31176576
0.902	4.19	4.032	0.940854000000001	1.43838336
0.9031	4.04	4.096	1.413024	1.23601024
0.904	3.9	4.076	1.8594	1.29912864
0.904	4.14	4.028	1.097544	1.45106976
0.9058	4.11	4.05	1.191894	1.38135
0.908	3.95	4.05	1.69935	1.38135
0.908	4.15	3.976	1.06615	1.61640064
0.9089	3.9	3.912	1.8594	1.82092416
0.909	3.77	3.96	2.278806	1.667424
0.911	3.79	3.948	2.213974	1.70573856
0.911	4.19	4.014	0.940854000000001	1.49550744
0.9119	4.09	4.072	1.254934	1.31176576
0.912	4.23	4.21	0.816006000000001	0.878374000000002
0.9134	4.06	4.286	1.349704	0.641971440000003
0.915	4.48	4.324	0.0458560000000015	0.524376640000001
0.916	4.57	4.152	-0.227113999999999	1.05987456
0.916	4.28	4.19	0.660576	0.940854000000001
0.9186	3.37	4.15	3.598966	1.06615
0.92	4.25	4.02	0.753750000000001	1.476456
0.9237	4.28	3.98	0.660576	1.603656
0.924	3.92	4.104	1.795296	1.21079424
0.924	4.08	4.04	1.286496	1.413024
0.9276	3.99	3.998	1.571814	1.54636056
0.928	3.93	3.978	1.763286	1.61002776
0.929	4.07	3.928	1.318086	1.76968576
0.9312	3.82	3.892	2.116936	1.88507296
0.932	3.83	3.816	2.084646	2.12985984
0.9336	3.81	3.762	2.149254	2.30477016
0.936	3.55	3.754	2.99935	2.33075224
0.936	3.8	3.736	2.1816	2.38927744
0.936	3.78	3.7	2.246376	2.5066
0.939	3.74	3.674	2.376264	2.59155864
0.94	3.63	3.616	2.735766	2.78176384
0.9404	3.42	3.546	3.431496	3.01257624
0.944	3.51	3.514	3.131814	3.11854744
0.944	3.43	3.494	3.398086	3.18492504
0.944	3.58	3.486	2.900296	3.21150744
0.944	3.53	3.48	3.065526	3.231456
0.9464	3.38	3.428	3.565416	3.40476576
0.948	3.48	3.368	3.231456	3.60567936
0.95	3.17	3.352	4.275846	3.65942656
0.9517	3.28	3.266	3.902176	3.94954584
0.952	3.45	3.228	3.33135	4.07839776
0.953	2.95	3.23	5.03335	4.071606
0.9549	3.29	3.334	3.868374	3.71997784
0.956	3.18	3.336	4.241736	3.71324544
0.956	3.8	3.558	2.1816	2.97291096
0.958	3.46	3.796	3.298024	2.19454624
0.96	4.48	4.09	0.0458560000000015	1.254934
0.96	4.06	4.006	1.349704	1.52092504
0.962	4.23	4.282	0.816006000000001	0.654373360000002
0.964	4.22	4.24	0.847176000000003	0.784864000000001
0.9641	4.42	4.164	0.229096	1.02224544
0.9661	3.85	4.144	2.02015	1.08498304
0.967	4.1	4.118	1.2234	1.16670936
0.968	4.13	4.01	1.128966	1.508214
0.9705	4.09	4.018	1.254934	1.48280536
0.971	3.88	3.966	1.923616	1.64828184
0.972	3.89	3.83	1.891494	2.084646
0.9738	3.84	3.782	2.052384	2.23989336
0.976	3.45	3.768	3.33135	2.28529536
0.976	3.85	3.786	2.02015	2.22693144
0.9776	3.81	3.818	2.149254	2.12339736
0.98	3.98	3.886	1.603656	1.90433944
0.98	4	3.906	1.54	1.84015704
0.9809	3.79	3.948	2.213974	1.70573856
0.984	3.95	3.946	1.69935	1.71212824
0.984	4.02	3.874	1.476456	1.94290264
0.9852	3.97	3.9	1.635526	1.8594
0.988	3.64	3.92	2.702944	1.795296
0.988	3.92	3.966	1.795296	1.64828184
0.989	4.05	3.906	1.38135	1.84015704
0.989	4.25	3.958	0.753750000000001	1.67380696
0.992	3.67	3.948	2.604646	1.70573856
0.992	3.9	3.832	1.8594	2.07819136
0.9926	3.87	3.77	1.955766	2.278806
0.996	3.47	3.758	3.264726	2.31775896
0.996	3.94	3.78	1.731304	2.246376
0.9973	3.61	3.76	2.801494	2.311264
1	4.01	3.778	1.508214	2.25285976
1.0014	3.77	3.816	2.278806	2.12985984
1.0033	3.56	3.976	2.966304	1.61640064
1.004	4.13	3.998	1.128966	1.54636056
1.005	4.41	4.082	0.259733999999999	1.28018136
1.0073	4.12	4.214	1.160416	0.86589144
1.008	4.19	4.168	0.940854000000001	1.00971136
1.0097	4.22	4.098	0.847176000000003	1.22970456
1.01	3.9	4.07	1.8594	1.318086
1.012	4.06	4.012	1.349704	1.50186016
1.013	3.98	3.946	1.603656	1.71212824
1.014	3.9	3.91	1.8594	1.827334
1.016	3.89	3.818	1.891494	2.12339736
1.0165	3.72	3.776	2.441376	2.25934464
1.018	3.6	3.746	2.8344	2.35675224
1.0191	3.77	3.686	2.278806	2.55232344
1.02	3.75	3.72	2.34375	2.441376
1.0216	3.59	3.744	2.867334	2.36325504
1.022	3.89	3.666	1.891494	2.61773784
1.024	3.72	3.652	2.441376	2.66359456
1.0241	3.38	3.594	3.565416	2.85415704
1.0249	3.68	3.524	2.571936	3.08540064
1.026	3.3	3.546	3.8346	3.01257624
1.0276	3.54	3.624	3.032424	2.75547264
1.028	3.83	3.642	2.084646	2.69638296
1.0299	3.77	3.692	2.278806	2.53272096
1.031	3.77	3.782	2.278806	2.23989336
1.032	3.55	3.868	2.99935	1.96219936
1.032	3.99	3.97	1.571814	1.635526
1.0336	4.26	4.044	0.722664000000002	1.40035104
1.0343	4.28	4.226	0.660576	0.828470640000003
1.035	4.14	4.27	1.097544	0.691606000000003
1.0356	4.46	4.296	0.106824	0.610986240000001
1.036	4.21	4.256	0.878374000000002	0.735095040000002
1.0373	4.39	4.304	0.321094000000001	0.58621824
1.038	4.08	4.314	1.286496	0.55528344
1.04	4.38	4.344	0.351816000000001	0.462647039999999
1.0409	4.51	4.338	-0.045385999999997	0.481154159999999
1.044	4.36	4.362	0.413343999999999	0.407186160000002
1.048	4.36	4.256	0.413343999999999	0.735095040000002
1.048	4.2	4.142	0.909600000000002	1.09126296
1.0481	3.85	4.032	2.02015	1.43838336
1.0517	3.94	3.988	1.731304	1.57818016
1.052	3.81	3.916	2.149254	1.80810784
1.052	4.14	3.888	1.097544	1.89791616
1.054	3.84	3.904	2.052384	1.84657024
1.056	3.71	3.918	2.473974	1.80170136
1.056	4.02	3.726	1.476456	2.42183064
1.0569	3.88	3.724	1.923616	2.42834464
1.06	3.18	3.61	4.241736	2.801494
1.06	3.83	3.434	2.084646	3.38472984
1.0609	3.14	3.308	4.378344	3.80760096
1.0628	3.14	3.384	4.378344	3.55200384
1.064	3.25	3.204	4.00375	4.15998624
1.064	3.56	3.172	2.966304	4.26902176
1.0659	2.93	3.212	5.102886	4.13277216
1.068	2.98	3.16	4.929256	4.309984
1.068	3.34	3.124	3.699784	4.43311264
1.0694	2.99	3.178	4.894614	4.24855576
1.072	3.38	3.244	3.565416	4.02409504
1.073	3.2	3.294	4.1736	3.85486104
1.074	3.31	3.36	3.800854	3.632544
1.076	3.59	3.446	2.867334	3.34468824
1.0778	3.32	3.512	3.767136	3.12518016
1.078	3.81	3.6	2.149254	2.8344
1.08	3.53	3.656	3.065526	2.65048704
1.08	3.75	3.698	2.34375	2.51312856
1.084	3.87	3.674	1.955766	2.59155864
1.087	3.53	3.744	3.065526	2.36325504
1.0873	3.69	3.796	2.539254	2.19454624
1.088	3.88	3.79	1.923616	2.213974
1.092	4.01	3.842	1.508214	2.04593496
1.0921	3.84	3.854	2.052384	2.00726424
1.093	3.79	3.91	2.213974	1.827334
1.0947	3.75	3.826	2.34375	2.09755864
1.096	4.16	3.864	1.034784	1.97506944
1.0991	3.59	3.856	2.867334	2.00082304
1.1	4.03	3.888	1.444726	1.89791616
1.1017	3.75	3.846	2.34375	2.03304024
1.103	3.91	3.882	1.827334	1.91718936
1.104	3.95	3.782	1.69935	2.23989336
1.106	3.77	3.818	2.278806	2.12339736
1.1071	3.53	3.722	3.065526	2.43485976
1.108	3.93	3.676	1.763286	2.58501664
1.1106	3.43	3.718	3.398086	2.44789336
1.111	3.72	3.778	2.441376	2.25285976
1.112	3.98	3.8	1.603656	2.1816
1.116	3.83	3.898	2.084646	1.86581656
1.116	4.04	3.988	1.413024	1.57818016
1.117	3.92	4.026	1.795296	1.45741464
1.12	4.17	4.108	1.003446	1.19819296
1.1237	4.17	4.226	1.003446	0.828470640000003
1.124	4.24	4.284	0.784864000000001	0.648171840000001
1.1275	4.63	4.28	-0.407833999999999	0.660576
1.128	4.21	4.38	0.878374000000002	0.351816000000001
1.1293	4.15	4.37	1.06615	0.382566
1.132	4.67	4.24	-0.527753999999999	0.784864000000001
1.132	4.19	4.234	0.940854000000001	0.803545840000001
1.1331	3.98	4.17	1.603656	1.003446
1.136	4.18	4.054	0.972136000000003	1.36868824
1.1375	3.83	3.972	2.084646	1.62914976
1.14	4.09	3.972	1.254934	1.62914976
1.1433	3.78	3.88	2.246376	1.923616
1.144	3.98	3.848	1.603656	2.02659456
1.145	3.72	3.796	2.441376	2.19454624
1.1472	3.67	3.818	2.604646	2.12339736
1.148	3.83	3.818	2.084646	2.12339736
1.148	3.89	3.754	1.891494	2.33075224
1.15	3.98	3.788	1.603656	2.22045216
1.1505	3.4	3.786	3.4984	2.22693144
1.152	3.84	3.76	2.052384	2.311264
1.155	3.82	3.704	2.116936	2.49354624
1.156	3.76	3.774	2.311264	2.26583064
1.159	3.7	3.68	2.5066	2.571936
1.16	3.75	3.594	2.34375	2.85415704
1.1602	3.37	3.59	3.598966	2.867334
1.163	3.39	3.528	3.531894	3.07214976
1.164	3.74	3.548	2.376264	3.00596256
1.1658	3.39	3.606	3.531894	2.81465304
1.166	3.85	3.61	2.02015	2.801494
1.168	3.66	3.584	2.637384	2.88710784
1.1697	3.41	3.624	3.464934	2.75547264
1.17	3.61	3.552	2.801494	2.99273856
1.172	3.59	3.486	2.867334	3.21150744
1.173	3.49	3.548	3.198214	3.00596256
1.174	3.33	3.558	3.733446	2.97291096
1.1758	3.72	3.512	2.441376	3.12518016
1.176	3.66	3.476	2.637384	3.24476064
1.178	3.36	3.574	3.632544	2.92008664
1.1791	3.31	3.502	3.800854	3.15836056
1.18	3.82	3.49	2.116936	3.198214
1.1812	3.36	3.594	3.632544	2.85415704
1.182	3.6	3.618	2.8344	2.77518936
1.184	3.88	3.472	1.923616	3.25806976
1.1855	3.43	3.574	3.398086	2.92008664
1.186	3.09	3.672	4.549734	2.59810176
1.188	3.87	3.548	1.955766	3.00596256
1.1888	4.09	3.57	1.254934	2.933286
1.189	3.26	3.74	3.969864	2.376264
1.1899	3.54	3.794	3.032424	2.20102104
1.192	3.94	3.666	1.731304	2.61773784
1.1927	4.14	3.846	1.097544	2.03304024
1.193	3.45	3.954	3.33135	1.68657624
1.196	4.16	4.004	1.034784	1.52728224
1.196	4.08	3.964	1.286496	1.65466144
1.1965	4.19	4.114	0.940854000000001	1.17929944
1.197	3.94	4.168	1.731304	1.00971136
1.2	4.2	4.17	0.909600000000002	1.003446
1.2004	4.43	4.202	0.198486	0.903352560000001
1.203	4.09	4.3	1.254934	0.598600000000002
1.204	4.35	4.322	0.444150000000001	0.530555760000002
1.2042	4.43	4.266	0.198486	0.704025840000002
1.206	4.31	4.33	0.567654000000002	0.505846
1.206	4.15	4.302	1.06615	0.592408560000004
1.208	4.41	4.354	0.259733999999999	0.43182424
1.2081	4.21	4.336	0.878374000000002	0.48732544
1.211	4.69	4.372	-0.587546000000001	0.376413760000002
1.2119	4.22	4.404	0.847176000000003	0.278130240000003
